order_id,restaurant_id,restaurant_type,restaurant_size,order_timestamp,for_timestamp,rider_arrival_timestamp,true_kpt_minutes,recorded_kpt_minutes,concurrent_orders,kitchen_load_score,mx_response_latency_sec,rejection_flag,is_peak_hour,is_contaminated,for_rider_delta_seconds,is_rider_influenced,order_hour,order_date,rolling_avg_latency,rolling_rejection_rate,rolling_concurrent,latency_score,concurrent_score,rejection_score,computed_kls
ORD_00028,REST_005,casual_dining,medium,2024-05-17 06:32:00,2024-05-17 07:04:42,2024-05-17 07:02:42,31.7,32.7,5,0.25,3.51,0,0,0,120.0,0,6,2024-05-17,5.319999999999999,0.0,6.333333333333333,0.4108108108108108,0.2261904761904762,0.0,0.255
ORD_00029,REST_019,fast_food,small,2024-02-10 14:53:00,2024-02-10 15:13:42,2024-02-10 15:17:42,21.7,20.7,1,0.25,6.81,0,1,0,-240.0,0,14,2024-02-10,2.6933333333333334,0.3333333333333333,1.0,0.207979407979408,0.03571428571428571,0.3333333333333333,0.164
ORD_00031,REST_048,fast_food,medium,2024-05-21 04:17:00,2024-05-21 04:34:42,2024-05-21 04:38:42,16.7,17.7,5,0.25,3.08,0,0,0,-240.0,0,4,2024-05-21,4.19,0.0,6.0,0.3235521235521236,0.21428571428571427,0.0,0.215
ORD_00033,REST_003,fast_food,small,2024-01-01 10:49:00,2024-01-01 11:12:24,2024-01-01 11:10:24,21.4,23.4,5,0.25,4.59,0,0,0,120.0,0,10,2024-01-01,4.59,0.0,5.0,0.3544401544401545,0.17857142857142858,0.0,0.213
ORD_00035,REST_038,cloud_kitchen,large,2024-05-21 04:27:00,2024-05-21 04:54:36,2024-05-21 04:56:36,28.6,27.6,12,0.6,7.1,1,0,0,-120.0,0,4,2024-05-21,6.069999999999999,0.3333333333333333,11.0,0.4687258687258687,0.39285714285714285,0.3333333333333333,0.411
ORD_00039,REST_007,fast_food,small,2024-04-07 01:54:00,2024-04-07 02:13:48,2024-04-07 02:16:48,19.8,19.8,4,0.2,3.81,0,0,0,-180.0,0,1,2024-04-07,2.3433333333333333,0.0,2.0,0.18095238095238095,0.07142857142857142,0.0,0.101
ORD_00040,REST_015,cloud_kitchen,large,2024-01-07 21:12:00,2024-01-07 22:02:12,2024-01-07 22:00:12,49.2,50.2,23,1.0,9.57,0,1,0,120.0,0,21,2024-01-07,8.616666666666667,0.0,17.0,0.6653796653796654,0.6071428571428571,0.0,0.509
ORD_00047,REST_044,casual_dining,large,2024-02-14 19:36:00,2024-02-14 20:19:30,2024-02-14 20:16:30,43.5,43.5,18,1.0,8.82,0,1,0,180.0,0,19,2024-02-14,6.566666666666666,0.0,15.0,0.5070785070785071,0.5357142857142857,0.0,0.417
ORD_00051,REST_040,casual_dining,small,2024-01-19 14:26:00,2024-01-19 15:07:18,2024-01-19 15:03:18,39.3,41.3,4,0.4,4.64,0,1,0,240.0,0,14,2024-01-19,3.1833333333333336,0.3333333333333333,3.0,0.24581724581724584,0.10714285714285714,0.3333333333333333,0.208
ORD_00053,REST_012,cloud_kitchen,large,2024-06-27 16:29:00,2024-06-27 17:00:18,2024-06-27 16:58:18,29.3,31.3,11,0.55,5.56,1,0,0,120.0,0,16,2024-06-27,5.246666666666665,0.3333333333333333,9.666666666666666,0.4051480051480051,0.34523809523809523,0.3333333333333333,0.367
ORD_00056,REST_050,casual_dining,medium,2024-05-13 15:40:00,2024-05-13 16:06:42,2024-05-13 16:04:42,26.7,26.7,6,0.3,4.92,0,0,0,120.0,0,15,2024-05-13,4.32,0.3333333333333333,5.666666666666667,0.33359073359073366,0.20238095238095238,0.3333333333333333,0.281
ORD_00058,REST_010,fast_food,large,2024-06-29 06:04:00,2024-06-29 06:30:24,2024-06-29 06:34:24,27.4,26.4,8,0.4,6.43,0,0,0,-240.0,0,6,2024-06-29,4.199999999999999,0.3333333333333333,9.333333333333334,0.3243243243243243,0.33333333333333337,0.3333333333333333,0.33
ORD_00059,REST_014,fast_food,medium,2024-04-17 12:57:00,2024-04-17 13:32:18,2024-04-17 13:38:18,36.3,35.3,16,1.0,9.96,0,1,0,-360.0,0,12,2024-04-17,6.863333333333333,0.0,9.333333333333334,0.52998712998713,0.33333333333333337,0.0,0.345
ORD_00060,REST_023,cloud_kitchen,small,2024-03-17 12:54:00,2024-03-17 13:20:06,2024-03-17 13:22:06,26.1,26.1,3,0.35,5.24,0,1,0,-120.0,0,12,2024-03-17,3.0,0.0,1.6666666666666667,0.23166023166023167,0.05952380952380953,0.0,0.116
ORD_00061,REST_032,fast_food,medium,2024-02-26 08:27:00,2024-02-26 08:50:36,2024-02-26 08:48:36,21.6,23.6,8,0.4,3.95,0,0,0,120.0,0,8,2024-02-26,4.25,0.0,4.666666666666667,0.3281853281853282,0.16666666666666669,0.0,0.198
ORD_00065,REST_018,fast_food,small,2024-04-17 08:53:00,2024-04-17 09:17:54,2024-04-17 09:22:54,23.9,24.9,5,0.25,4.72,1,0,0,-300.0,0,8,2024-04-17,4.8500000000000005,0.3333333333333333,3.3333333333333335,0.3745173745173746,0.11904761904761905,0.3333333333333333,0.264
ORD_00067,REST_002,fast_food,medium,2024-06-08 04:15:00,2024-06-08 04:26:54,2024-06-08 04:29:54,9.9,11.9,1,0.05,3.73,0,0,0,-180.0,0,4,2024-06-08,4.406666666666666,0.0,3.3333333333333335,0.3402831402831403,0.11904761904761905,0.0,0.184
ORD_00068,REST_045,fast_food,large,2024-03-06 11:10:00,2024-03-06 11:37:00,2024-03-06 11:40:00,28.0,27.0,12,0.6,5.84,0,0,0,-180.0,0,11,2024-03-06,6.516666666666666,0.0,13.0,0.5032175032175031,0.4642857142857143,0.0,0.387
ORD_00070,REST_005,casual_dining,medium,2024-05-31 22:53:00,2024-05-31 23:28:30,2024-05-31 23:35:30,36.5,35.5,6,0.3,6.3,0,0,0,-420.0,0,22,2024-05-31,4.939999999999999,0.0,6.333333333333333,0.3814671814671814,0.2261904761904762,0.0,0.243
ORD_00071,REST_037,fast_food,large,2024-01-11 11:34:00,2024-01-11 12:08:54,2024-01-11 12:06:54,33.9,34.9,15,0.75,6.58,0,0,0,120.0,0,11,2024-01-11,6.670000000000001,0.0,13.0,0.5150579150579151,0.4642857142857143,0.0,0.392
ORD_00072,REST_001,cloud_kitchen,large,2024-04-17 15:06:00,2024-04-17 15:33:48,2024-04-17 15:35:48,25.8,27.8,11,0.55,5.51,0,0,0,-120.0,0,15,2024-04-17,6.846666666666667,0.0,12.333333333333334,0.5287001287001287,0.4404761904761905,0.0,0.388
ORD_00075,REST_016,casual_dining,small,2024-04-28 18:39:00,2024-04-28 19:04:06,2024-04-28 19:02:06,24.1,25.1,2,0.1,4.01,0,0,0,120.0,0,18,2024-04-28,4.926666666666667,0.0,2.3333333333333335,0.38043758043758047,0.08333333333333334,0.0,0.186
ORD_00083,REST_012,cloud_kitchen,large,2024-03-18 00:45:00,2024-03-18 01:27:36,2024-03-18 01:25:36,41.6,42.6,17,0.85,7.23,0,0,0,120.0,0,0,2024-03-18,6.2299999999999995,0.0,13.333333333333334,0.48108108108108105,0.4761904761904762,0.0,0.383
ORD_00087,REST_020,fast_food,large,2024-01-22 07:07:00,2024-01-22 07:22:06,2024-01-22 07:24:06,15.1,15.1,6,0.3,4.34,0,0,0,-120.0,0,7,2024-01-22,5.196666666666666,0.3333333333333333,9.333333333333334,0.4012870012870013,0.33333333333333337,0.3333333333333333,0.361
ORD_00088,REST_050,casual_dining,medium,2024-05-13 12:28:00,2024-05-13 13:03:30,2024-05-13 13:05:30,34.5,35.5,7,0.55,5.58,0,1,0,-120.0,0,12,2024-05-13,4.433333333333334,0.3333333333333333,7.333333333333333,0.3423423423423424,0.2619047619047619,0.3333333333333333,0.308
ORD_00092,REST_030,cloud_kitchen,medium,2024-01-19 21:14:00,2024-01-19 21:40:24,2024-01-19 21:42:24,26.4,26.4,5,0.45,3.66,0,1,0,-120.0,0,21,2024-01-19,4.933333333333334,0.3333333333333333,7.0,0.380952380952381,0.25,0.3333333333333333,0.319
ORD_00096,REST_028,cloud_kitchen,medium,2024-03-23 19:16:00,2024-03-23 19:42:54,2024-03-23 19:48:54,27.9,26.9,7,0.55,4.86,1,1,0,-360.0,0,19,2024-03-23,5.416666666666667,0.3333333333333333,5.0,0.4182754182754183,0.17857142857142858,0.3333333333333333,0.305
ORD_00098,REST_018,fast_food,small,2024-02-16 18:27:00,2024-02-16 18:41:54,2024-02-16 18:37:54,12.9,14.9,1,0.05,3.84,0,0,0,240.0,0,18,2024-02-16,4.07,0.3333333333333333,2.6666666666666665,0.31428571428571433,0.09523809523809523,0.3333333333333333,0.23
ORD_00103,REST_029,cloud_kitchen,large,2024-06-27 15:07:00,2024-06-27 15:32:36,2024-06-27 15:29:36,24.6,25.6,6,0.3,4.63,1,0,0,180.0,0,15,2024-06-27,4.86,0.6666666666666666,13.0,0.37528957528957535,0.4642857142857143,0.6666666666666666,0.469
ORD_00104,REST_036,fast_food,medium,2024-01-04 17:26:00,2024-01-04 17:42:18,2024-01-04 17:46:18,16.3,16.3,5,0.25,4.84,1,0,0,-240.0,0,17,2024-01-04,5.676666666666667,0.3333333333333333,5.666666666666667,0.4383526383526384,0.20238095238095238,0.3333333333333333,0.323
ORD_00108,REST_038,cloud_kitchen,large,2024-06-17 15:55:00,2024-06-17 16:29:12,2024-06-17 16:27:12,32.2,34.2,11,0.55,6.02,1,0,0,120.0,0,15,2024-06-17,7.326666666666665,0.3333333333333333,11.333333333333334,0.5657657657657656,0.40476190476190477,0.3333333333333333,0.455
ORD_00109,REST_030,cloud_kitchen,medium,2024-03-23 06:44:00,2024-03-23 07:10:24,2024-03-23 07:07:24,24.4,26.4,4,0.2,6.26,0,0,0,180.0,0,6,2024-03-23,5.156666666666666,0.0,5.0,0.3981981981981982,0.17857142857142858,0.0,0.231
ORD_00111,REST_032,fast_food,medium,2024-01-10 04:32:00,2024-01-10 04:48:12,2024-01-10 04:45:12,14.2,16.2,6,0.3,3.34,0,0,0,180.0,0,4,2024-01-10,2.9349999999999996,0.0,3.5,0.2266409266409266,0.125,0.0,0.141
ORD_00112,REST_007,fast_food,small,2024-05-14 14:00:00,2024-05-14 14:31:24,2024-05-14 14:35:24,32.4,31.4,4,0.4,5.27,0,1,0,-240.0,0,14,2024-05-14,5.736666666666667,0.0,2.3333333333333335,0.44298584298584304,0.08333333333333334,0.0,0.211
ORD_00114,REST_021,fast_food,small,2024-06-09 22:56:00,2024-06-09 23:15:48,2024-06-09 23:12:48,19.8,19.8,2,0.1,6.32,0,0,0,180.0,0,22,2024-06-09,5.953333333333333,0.0,3.3333333333333335,0.4597168597168597,0.11904761904761905,0.0,0.232
ORD_00116,REST_029,cloud_kitchen,large,2024-02-12 22:19:00,2024-02-12 22:49:36,2024-02-12 22:51:36,29.6,30.6,6,0.3,4.58,0,0,0,-120.0,0,22,2024-02-12,5.043333333333333,0.0,7.333333333333333,0.38944658944658944,0.2619047619047619,0.0,0.261
ORD_00117,REST_023,cloud_kitchen,small,2024-04-05 13:09:00,2024-04-05 13:32:06,2024-04-05 13:34:06,23.1,23.1,2,0.3,6.11,0,1,0,-120.0,0,13,2024-04-05,4.183333333333334,0.0,2.3333333333333335,0.3230373230373231,0.08333333333333334,0.0,0.163
ORD_00119,REST_038,cloud_kitchen,large,2024-02-06 07:29:00,2024-02-06 08:05:18,2024-02-06 08:03:18,34.3,36.3,8,0.4,4.5,0,0,0,120.0,0,7,2024-02-06,4.489999999999999,0.3333333333333333,6.666666666666667,0.34671814671814666,0.2380952380952381,0.3333333333333333,0.301
ORD_00122,REST_037,fast_food,large,2024-04-01 18:18:00,2024-04-01 18:40:48,2024-04-01 18:37:48,20.8,22.8,11,0.55,5.35,0,0,0,180.0,0,18,2024-04-01,4.256666666666667,0.0,9.666666666666666,0.3287001287001287,0.34523809523809523,0.0,0.27
ORD_00123,REST_018,fast_food,small,2024-01-03 18:55:00,2024-01-03 19:09:48,2024-01-03 19:13:48,13.8,14.8,1,0.05,3.25,0,0,0,-240.0,0,18,2024-01-03,3.9233333333333333,0.0,2.3333333333333335,0.30296010296010295,0.08333333333333334,0.0,0.155
ORD_00125,REST_047,casual_dining,small,2024-06-17 21:53:00,2024-06-17 22:27:48,2024-06-17 22:32:48,33.8,34.8,2,0.3,0.52,0,1,0,-300.0,0,21,2024-06-17,3.2233333333333327,0.0,2.3333333333333335,0.24890604890604887,0.08333333333333334,0.0,0.133
ORD_00127,REST_012,cloud_kitchen,large,2024-02-21 04:50:00,2024-02-21 05:26:48,2024-02-21 05:28:48,35.8,36.8,9,0.45,3.58,0,0,0,-120.0,0,4,2024-02-21,4.726666666666667,0.0,8.666666666666666,0.364993564993565,0.3095238095238095,0.0,0.27
ORD_00130,REST_001,cloud_kitchen,large,2024-03-08 17:07:00,2024-03-08 17:37:42,2024-03-08 17:39:42,29.7,30.7,11,0.55,5.39,0,0,0,-120.0,0,17,2024-03-08,5.1066666666666665,0.0,10.0,0.39433719433719433,0.35714285714285715,0.0,0.301
ORD_00132,REST_042,fast_food,large,2024-01-17 20:52:00,2024-01-17 21:20:48,2024-01-17 21:24:48,28.8,28.8,14,0.9,7.99,0,1,0,-240.0,0,20,2024-01-17,7.526666666666666,0.0,14.666666666666666,0.5812097812097812,0.5238095238095238,0.0,0.442
ORD_00134,REST_024,fast_food,small,2024-06-20 23:44:00,2024-06-20 23:49:42,2024-06-20 23:52:00,5.7,5.7,2,0.1,5.37,0,0,0,-138.0,0,23,2024-06-20,5.24,0.0,3.0,0.4046332046332047,0.10714285714285714,0.0,0.205
ORD_00136,REST_014,fast_food,medium,2024-04-23 14:15:00,2024-04-23 14:40:36,2024-04-23 14:45:36,24.6,25.6,6,0.5,3.57,0,1,0,-300.0,0,14,2024-04-23,5.173333333333333,0.0,7.0,0.39948519948519945,0.25,0.0,0.26
ORD_00141,REST_016,casual_dining,small,2024-05-30 10:01:00,2024-05-30 10:19:00,2024-05-30 10:22:00,19.0,18.0,2,0.1,2.12,0,0,0,-180.0,0,10,2024-05-30,3.8299999999999996,0.0,2.0,0.29575289575289576,0.07142857142857142,0.0,0.147
ORD_00144,REST_004,cloud_kitchen,large,2024-05-02 12:27:00,2024-05-02 13:10:30,2024-05-02 13:14:30,44.5,43.5,12,0.8,6.95,0,1,0,-240.0,0,12,2024-05-02,6.500000000000001,0.3333333333333333,16.666666666666668,0.501930501930502,0.5952380952380952,0.3333333333333333,0.506
ORD_00145,REST_006,fast_food,large,2024-03-23 19:09:00,2024-03-23 19:48:48,2024-03-23 19:50:48,38.8,39.8,20,1.0,9.06,1,1,0,-120.0,0,19,2024-03-23,7.363333333333334,0.6666666666666666,13.0,0.5685971685971687,0.4642857142857143,0.6666666666666666,0.546
ORD_00147,REST_008,fast_food,medium,2024-06-16 20:56:00,2024-06-16 21:30:18,2024-06-16 21:33:18,34.3,34.3,14,0.9,8.73,0,1,0,-180.0,0,20,2024-06-16,6.163333333333333,0.0,8.333333333333334,0.47593307593307593,0.2976190476190476,0.0,0.309
ORD_00148,REST_027,cloud_kitchen,medium,2024-03-27 14:25:00,2024-03-27 15:04:12,2024-03-27 15:06:12,38.2,39.2,11,0.75,4.64,0,1,0,-120.0,0,14,2024-03-27,5.03,0.0,8.0,0.38841698841698846,0.2857142857142857,0.0,0.27
ORD_00150,REST_048,fast_food,medium,2024-04-05 04:35:00,2024-04-05 04:44:54,2024-04-05 04:46:54,10.9,9.9,4,0.2,5.55,1,0,0,-120.0,0,4,2024-04-05,3.466666666666667,0.3333333333333333,5.333333333333333,0.2676962676962677,0.19047619047619047,0.3333333333333333,0.25
ORD_00151,REST_027,cloud_kitchen,medium,2024-03-31 21:48:00,2024-03-31 22:22:18,2024-03-31 22:24:18,33.3,34.3,5,0.45,5.37,0,1,0,-120.0,0,21,2024-03-31,5.153333333333333,0.0,7.333333333333333,0.39794079794079795,0.2619047619047619,0.0,0.264
ORD_00152,REST_007,fast_food,small,2024-05-27 16:13:00,2024-05-27 16:30:30,2024-05-27 16:28:30,16.5,17.5,5,0.25,7.7,0,0,0,120.0,0,16,2024-05-27,5.210000000000001,0.0,4.0,0.4023166023166024,0.14285714285714285,0.0,0.218
ORD_00153,REST_036,fast_food,medium,2024-04-04 03:48:00,2024-04-04 04:03:42,2024-04-04 04:07:42,16.7,15.7,7,0.35,2.73,0,0,0,-240.0,0,3,2024-04-04,3.1466666666666665,0.0,4.333333333333333,0.242985842985843,0.15476190476190474,0.0,0.159
ORD_00154,REST_039,casual_dining,large,2024-06-17 22:17:00,2024-06-17 22:50:30,2024-06-17 22:53:30,32.5,33.5,8,0.4,4.95,1,0,0,-180.0,0,22,2024-06-17,6.77,0.3333333333333333,13.333333333333334,0.5227799227799228,0.4761904761904762,0.3333333333333333,0.466
ORD_00161,REST_014,fast_food,medium,2024-02-05 08:18:00,2024-02-05 08:34:54,2024-02-05 08:38:54,16.9,16.9,3,0.15,4.18,0,0,0,-240.0,0,8,2024-02-05,3.9299999999999997,0.0,4.333333333333333,0.30347490347490347,0.15476190476190474,0.0,0.183
ORD_00162,REST_009,cloud_kitchen,small,2024-04-07 17:45:00,2024-04-07 17:59:24,2024-04-07 18:02:24,15.4,14.4,2,0.1,0.88,0,0,0,-180.0,0,17,2024-04-07,2.8233333333333337,0.3333333333333333,1.3333333333333333,0.21801801801801807,0.047619047619047616,0.3333333333333333,0.173
ORD_00167,REST_005,casual_dining,medium,2024-05-10 20:07:00,2024-05-10 20:49:06,2024-05-10 20:51:06,42.1,42.1,12,0.8,7.91,0,1,0,-120.0,0,20,2024-05-10,6.260000000000001,0.3333333333333333,8.0,0.48339768339768346,0.2857142857142857,0.3333333333333333,0.374
ORD_00170,REST_041,casual_dining,large,2024-03-21 04:28:00,2024-03-21 05:04:42,2024-03-21 05:06:42,35.7,36.7,11,0.55,5.03,1,0,0,-120.0,0,4,2024-03-21,5.853333333333334,0.3333333333333333,15.0,0.4519948519948521,0.5357142857142857,0.3333333333333333,0.462
ORD_00172,REST_019,fast_food,small,2024-01-20 20:55:00,2024-01-20 21:19:18,2024-01-20 21:22:18,22.3,24.3,5,0.45,3.41,0,1,0,-180.0,0,20,2024-01-20,3.6366666666666667,0.0,3.6666666666666665,0.28082368082368087,0.13095238095238096,0.0,0.165
ORD_00173,REST_030,cloud_kitchen,medium,2024-05-28 17:50:00,2024-05-28 18:09:24,2024-05-28 18:13:24,19.4,19.4,5,0.25,3.92,0,0,0,-240.0,0,17,2024-05-28,4.749999999999999,0.0,6.666666666666667,0.36679536679536673,0.2380952380952381,0.0,0.242
ORD_00175,REST_022,cloud_kitchen,medium,2024-01-22 16:41:00,2024-01-22 17:09:12,2024-01-22 17:12:12,26.2,28.2,2,0.1,1.62,0,0,0,-180.0,0,16,2024-01-22,4.466666666666667,0.0,6.0,0.34491634491634493,0.21428571428571427,0.0,0.224
ORD_00177,REST_044,casual_dining,large,2024-06-02 01:50:00,2024-06-02 02:27:00,2024-06-02 02:24:00,35.0,37.0,11,0.55,4.2,0,0,0,180.0,0,1,2024-06-02,5.716666666666668,0.0,8.666666666666666,0.44144144144144154,0.3095238095238095,0.0,0.3
ORD_00178,REST_019,fast_food,small,2024-03-05 23:54:00,2024-03-06 00:14:24,2024-03-06 00:12:24,20.4,20.4,1,0.05,2.24,0,0,0,120.0,0,23,2024-03-05,5.053333333333334,0.0,3.0,0.39021879021879025,0.10714285714285714,0.0,0.199
ORD_00179,REST_023,cloud_kitchen,small,2024-03-20 20:44:00,2024-03-20 21:10:42,2024-03-20 21:15:42,27.7,26.7,2,0.3,2.11,0,1,0,-300.0,0,20,2024-03-20,2.9800000000000004,0.0,2.0,0.23011583011583017,0.07142857142857142,0.0,0.121
ORD_00180,REST_020,fast_food,large,2024-05-23 12:41:00,2024-05-23 13:23:18,2024-05-23 13:29:18,43.3,42.3,22,1.0,7.58,0,1,0,-360.0,0,12,2024-05-23,6.913333333333334,0.0,16.333333333333332,0.5338481338481339,0.5833333333333333,0.0,0.447
ORD_00183,REST_007,fast_food,small,2024-05-09 17:53:00,2024-05-09 18:07:18,2024-05-09 18:04:18,14.3,14.3,2,0.1,7.1,0,0,0,180.0,0,17,2024-05-09,6.170000000000001,0.3333333333333333,2.6666666666666665,0.47644787644787656,0.09523809523809523,0.3333333333333333,0.295
ORD_00186,REST_029,cloud_kitchen,large,2024-02-29 17:15:00,2024-02-29 17:54:18,2024-02-29 17:51:18,37.3,39.3,13,0.65,8.35,0,0,0,180.0,0,17,2024-02-29,6.906666666666666,0.0,15.333333333333334,0.5333333333333333,0.5476190476190477,0.0,0.432
ORD_00188,REST_017,fast_food,large,2024-01-14 20:30:00,2024-01-14 21:21:06,2024-01-14 21:19:06,52.1,51.1,22,1.0,8.6,0,1,0,120.0,0,20,2024-01-14,5.263333333333333,0.3333333333333333,13.333333333333334,0.4064350064350064,0.4761904761904762,0.3333333333333333,0.42
ORD_00190,REST_015,cloud_kitchen,large,2024-04-25 11:59:00,2024-04-25 12:32:12,2024-04-25 12:36:12,33.2,33.2,13,0.65,10.7,1,0,0,-240.0,0,11,2024-04-25,7.826666666666665,0.3333333333333333,12.333333333333334,0.6043758043758043,0.4404761904761905,0.3333333333333333,0.485
ORD_00191,REST_025,cloud_kitchen,small,2024-01-21 11:14:00,2024-01-21 11:32:42,2024-01-21 11:38:42,18.7,18.7,4,0.2,4.92,1,0,0,-360.0,0,11,2024-01-21,4.016666666666667,0.3333333333333333,3.6666666666666665,0.3101673101673102,0.13095238095238096,0.3333333333333333,0.243
ORD_00192,REST_009,cloud_kitchen,small,2024-01-10 09:58:00,2024-01-10 10:15:48,2024-01-10 10:21:48,18.8,17.8,1,0.05,4.89,0,0,0,-360.0,0,9,2024-01-10,3.4633333333333334,0.0,1.3333333333333333,0.26743886743886747,0.047619047619047616,0.0,0.126
ORD_00197,REST_006,fast_food,large,2024-05-14 11:04:00,2024-05-14 11:26:54,2024-05-14 11:28:54,23.9,22.9,6,0.3,4.46,0,0,0,-120.0,0,11,2024-05-14,5.48,0.0,11.333333333333334,0.4231660231660232,0.40476190476190477,0.0,0.331
ORD_00199,REST_005,casual_dining,medium,2024-03-29 07:46:00,2024-03-29 08:12:12,2024-03-29 08:16:12,25.2,26.2,5,0.25,5.91,0,0,0,-240.0,0,7,2024-03-29,5.183333333333333,0.0,6.333333333333333,0.40025740025740025,0.2261904761904762,0.0,0.251
ORD_00200,REST_009,cloud_kitchen,small,2024-01-12 11:34:00,2024-01-12 11:57:06,2024-01-12 12:00:06,21.1,23.1,1,0.05,3.18,0,0,0,-180.0,0,11,2024-01-12,3.7399999999999998,0.0,1.0,0.2888030888030888,0.03571428571428571,0.0,0.13
ORD_00202,REST_013,cloud_kitchen,large,2024-01-11 10:59:00,2024-01-11 11:23:54,2024-01-11 11:26:54,25.9,24.9,8,0.4,2.67,0,0,0,-180.0,0,10,2024-01-11,4.0633333333333335,0.3333333333333333,9.333333333333334,0.3137709137709138,0.33333333333333337,0.3333333333333333,0.326
ORD_00203,REST_049,casual_dining,medium,2024-06-14 06:18:00,2024-06-14 06:48:42,2024-06-14 06:55:42,31.7,30.7,4,0.2,5.27,0,0,0,-420.0,0,6,2024-06-14,4.496666666666667,0.3333333333333333,6.666666666666667,0.3472329472329473,0.2380952380952381,0.3333333333333333,0.301
ORD_00204,REST_024,fast_food,small,2024-04-21 12:47:00,2024-04-21 13:13:06,2024-04-21 13:11:06,24.1,26.1,6,0.5,5.39,0,1,0,120.0,0,12,2024-04-21,5.8066666666666675,0.3333333333333333,4.333333333333333,0.4483912483912485,0.15476190476190474,0.3333333333333333,0.308
ORD_00210,REST_003,fast_food,small,2024-02-02 02:15:00,2024-02-02 02:36:24,2024-02-02 02:38:24,22.4,21.4,2,0.1,3.45,0,0,0,-120.0,0,2,2024-02-02,2.9333333333333336,0.0,3.0,0.22651222651222655,0.10714285714285714,0.0,0.133
